part_number,depth,height,length,weight
B1420-46,15.31,51.02,33.7,136
B1420-54,1.89,19.84,63.39,28
B1420-54S,16.54,17.13,63.39,51
B1420-56,1.89,19.84,79.88,35
B1420-56S,16.54,17.13,80.39,60
B1420-57,3.15,52.8,63.39,68
B1420-58,3.15,52.8,79.88,85
B1420-92,15.71,24.41,23.66,43
B1420-95,84.02,14.29,62.01,36
B1420-96,84.02,14.29,62.28,30
B1420-97,84.02,14.29,78.78,33
B1446-154,3.46,26.22,64.53,45
B1446-156,3.46,26.22,81.02,52
B1446-157,3.46,64.45,64.37,79
B1446-158,3.46,64.45,80.87,90
B1446-196,82.44,14.29,62.28,32
B1446-197,82.44,14.29,78.78,34
B1446-231,19.84,42.99,61.34,193
B1446-245,20.04,54.41,34.25,145
B1446-36,1.3,30.67,41.85,19
B1446-92,16.18,29.65,24.72,53
B1512-231,21,36.54,63.25,165
B1512-245,20.12,53.39,32.13,143
B1512-36,1.3,30.67,41.85,19
B1512-54,4.06,22.76,66.46,50
B1512-54S,17.36,22.76,66.46,79
B1512-56,4.06,22.76,82.95,66
B1512-56S,17.36,22.76,82.95,93
B1512-57,4.88,41.38,67.17,74
B1512-58,4.88,41.38,83.66,95
B1512-61,3.35,63.39,4.02,26
B1512-84,4.06,22.76,59.45,46
B1512-84S,17.36,22.76,59.45,70
B1512-86,78.9,18.07,55.28,33
B1512-87,4.88,41.38,60.16,64
B1512-92,16.18,26.65,24.72,46
B1512-98,84.02,18.07,62.28,32
B1512-99,84.02,18.07,78.78,34
B176-26,1.5,30.5,41.5,35
B181-31,15.83,40,61.26,164
B181-36,1.3,30.67,41.85,19
B181-48,18.86,55.51,36.81,132
B181-52,78.82,15.35,40.87,35
B181-53,1.93,48.5,41.42,37.4
B181-54,84.33,15.35,62.87,42
B181-56,84.33,15.35,79.37,52
B181-57,3,58,63,53.24
B181-58,3,66,80,53.24
B181-84,78.82,15.35,55.87,42
B181-87,1.5,54.25,56.5,52.8
B181-92,15.91,29.21,24.21,55
B188-37,1.5,37,37.75,25
B188-87N,4.84,51.61,56.69,60
B192-11,15.31,53.98,21.69,122
B192-150,76.77,13.66,55.63,98
B192-160,81.89,13.66,62.64,101
B192-31,15.31,36.46,58.7,147
B192-36,0.98,30.67,41.85,19
B192-46,15.31,53.94,31.73,144
B192-50,76.77,13.66,15.08,83
B192-52,0.63,14.84,42.09,10
B192-53,3.74,60.47,42.09,52
B192-54,0.63,14.84,63.39,16
B192-54S,15.35,17.09,63.39,51
B192-56,0.63,14.84,80.59,20
B192-56S,15.35,17.09,79.88,60
B192-57,3.74,60.47,64.09,67
B192-58,3.74,60.47,80.59,79
B192-60,81.89,13.66,15,86
B192-83,76.77,14.29,40,29
B192-84,0.63,14.84,57.09,15
B192-84S,15.35,17.09,56.38,44
B192-86,76.77,14.29,55,33
B192-87,3.74,60.47,57.09,62
B192-92,15.31,24.37,21.69,38
B192-96,81.89,14.29,62.01,33
B192-97,81.89,14.29,78.5,35
B196-36,1.61,47.4,43.98,49
B200-31,15.31,36.42,58.7,151
B200-36,0.98,30.67,41.85,19
B200-46,15.31,53.94,31.73,144
B200-50,78.9,14.17,15.35,46
B200-52,4.45,20.39,40.51,27
B200-53,4.45,48.5,40.51,45
B200-54,4.45,20.39,62.52,35
B200-54S,15.35,16.77,62.52,53
B200-56,4.45,20.39,79.02,42
B200-56S,15.35,16.77,79.02,61
B200-57,4.45,48.5,62.52,55
B200-58,4.45,48.5,79.02,65
B200-60,15.35,14.17,81.89,50
B200-83,78.9,7.17,40.28,29
B200-84,4.45,20.39,55.51,33
B200-84S,15.35,16.77,55.51,48
B200-86,78.9,14.29,55.28,30
B200-87,4.45,48.5,55.51,53
B200-89,78.9,7.17,55,29
B200-92,15.31,24.37,21.69,41
B200-95,84.02,14.29,62.01,36
B200-96,84.02,14.29,62.28,30
B200-97,84.02,14.29,78.78,33
B2035-31,15.28,36.46,58.7,151
B2035-36,1.3,30.67,41.85,19
B2035-46,15.31,53.98,31.73,144
B2035-53,78.78,52.87,41.38,47
B2035-55,78.78,52.87,56.38,60
B2035-71,83.9,52.87,63.39,70
B2035-72,83.9,52.87,79.88,84
B2035-83,76.77,7.17,40,29
B2035-86,76.77,14.29,55,33
B2035-92,15.31,24.37,21.69,42
B2035-96,81.89,14.29,62.01,33
B2035-97,81.89,14.29,78.5,35
B2073-31,15.28,36.57,58.7,151
B2073-36,1.3,30.67,41.85,19
B2073-46,15.31,53.98,31.73,144
B2073-53,78.78,52.87,41.38,47
B2073-55,78.78,52.87,56.38,60
B2073-71,83.9,52.87,63.39,70
B2073-72,83.9,52.87,79.88,84
B2073-83,76.77,7.17,40,29
B2073-86,76.77,14.29,55,33
B2073-92,15.31,24.41,21.69,42
B2073-96,81.89,14.29,62.01,33
B2073-97,81.89,14.29,78.5,35
B2075-154,84.37,16.69,62.64,43
B2075-156,84.37,16.69,79.13,52
B2075-157,6.46,42.6,72.17,49
B2075-158,6.46,42.6,89.17,59
B2075-231,19.33,32.56,62.01,181
B2075-345,19.33,49.41,40.71,165
B2075-36,1.3,27.68,38.86,16
B2075-54,3.78,17.28,62.72,27
B2075-56,3.78,17.28,79.21,33
B2075-57,6.42,52.64,63.15,53
B2075-58,6.42,52.64,79.65,63
B2075-92,15.43,21.93,21.3,40
B2075-95,82.44,14.29,62.01,36
B211-11,15.35,53.98,21.69,122
B211-150,76.77,13.66,55.63,98
B211-160,81.89,13.66,62.64,101
B211-31,15.31,36.46,58.7,147
B211-36,0.98,30.67,41.85,19
B211-46,15.31,53.94,31.73,144
B211-50,76.77,13.66,15.08,83
B211-52,0.63,14.84,42.09,10
B211-53,3.74,60.47,42.09,52
B211-54,0.63,14.84,63.39,16
B211-54S,15.35,17.09,63.39,51
B211-56,0.63,14.84,80.59,20
B211-56S,15.35,17.09,79.88,60
B211-57,3.74,60.47,64.09,67
B211-58,3.74,60.47,80.59,79
B211-60,81.89,13.66,15,86
B211-65,6.97,52.8,66.38,66
B211-69,6.97,52.8,82.87,78
B211-83,76.77,14.29,40,29
B211-84,0.63,14.84,57.09,15
B211-84S,15.35,17.09,56.38,44
B211-85,6.97,52.8,59.37,60
B211-86,76.77,14.29,55,33
B211-87,3.74,60.47,57.09,62
B211-92,15.31,24.37,21.69,38
B211-96,81.89,14.29,62.01,33
B211-97,81.89,14.29,78.5,35
B2114-31,15.28,40,60.67,160
B2114-36,1.97,35.87,38.82,37
B2114-46,15.71,51.02,33.7,136
B2114-54,62.64,16.69,83.31,47
B2114-56,79.13,16.69,83.31,52
B2114-57,3.15,52.8,63.39,68
B2114-58,3.15,52.8,79.88,85
B2114-84,55.63,16.69,77.8,42
B2114-87,3.15,52.8,56.38,58
B2114-92,15.71,24.45,23.66,45
B2119-154,2.99,26.02,64.33,46
B2119-156,2.99,26.02,80.83,55
B2119-36,1.3,30.67,41.85,19
B2119-96,82.44,18.07,62.13,31
B2119-97,82.44,18.07,78.78,33
B214-31,15.31,40,60.67,160
B214-36,0.98,35.35,41.34,22
B214-46,15.67,51.02,33.7,136
B214-54,1.89,19.84,63.39,28
B214-54S,16.54,17.13,63.39,51
B214-56,1.89,19.84,79.88,35
B214-56S,16.54,17.13,80.39,60
B214-57,3.15,52.8,63.39,68
B214-58,3.15,52.8,79.88,85
B214-84,1.89,19.84,56.38,26
B214-84S,16.54,17.13,56.38,44
B214-86,78.9,14.29,55.28,30
B214-87,3.15,52.8,56.38,58
B214-92,15.71,24.41,23.66,45
B214-95,84.02,14.29,62.01,36
B214-96,84.02,14.29,62.28,30
B214-97,84.02,14.29,78.78,33
B217-36,0.98,40.51,30.16,30
B219-36,2.13,50.98,36.22,50
B221-154,0.63,14.84,63.39,16
B221-156,0.63,14.84,80.59,20
B221-157,3.74,60.47,64.09,67
B221-158,3.74,60.47,80.59,79
B221-31,14.84,36.46,61.69,161
B221-35,1.3,30.67,41.85,19
B221-46,14.84,51.06,31.1,129
B221-50,15.35,14.17,71.65,44
B221-52,75.71,15.35,40.63,42
B221-53,5.67,51.5,40.67,38
B221-54,77.8,15.35,62.64,48
B221-54S,15.35,15.08,62.52,49
B221-56,77.8,15.35,79.13,51
B221-56S,15.35,15.08,79.02,58
B221-57,5.67,51.5,62.72,52
B221-58,5.67,51.5,79.17,63
B221-60,15.35,14.17,76.77,46
B221-84,74.65,15.35,55.63,44
B221-84S,15.35,15.08,55.51,48
B221-87,5.67,51.5,55.67,48
B221-89,73.78,14.29,55,28
B221-91,14.84,24.41,20.91,42
B221-95,78.9,14.29,62.01,29
B221-96,81.89,14.29,62.01,33
B221-97,81.89,14.29,78.5,35
B224-36,2.48,32.87,39.8,28
B227-36,0.98,35.35,41.34,22
B227-86,78.9,11.18,55.28,33
B228-26,1.61,46.38,34.21,34
B2310-31,15.28,36.54,58.7,151
B2310-36,1.3,30.67,41.85,19
B2310-46,15.31,54.02,31.73,144
B2310-50,76.77,14.17,15.35,46
B2310-52,4.45,20.39,40.51,27
B2310-53,4.45,48.5,40.51,45
B2310-54,4.45,20.39,62.52,35
B2310-54S,15.35,16.77,62.52,53
B2310-56,4.45,20.39,79.02,42
B2310-56S,15.35,16.77,79.02,61
B2310-57,4.45,48.5,62.52,55
B2310-58,4.45,48.5,79.02,65
B2310-60,81.89,14.17,15.35,50
B2310-83,78.9,7.17,40,29
B2310-84,4.45,20.39,55.51,33
B2310-84S,15.35,16.77,55.51,48
B2310-86,78.9,14.29,55,30
B2310-87,4.45,48.5,55.51,53
B2310-89,78.9,14.29,55,29
B2310-92,15.31,24.25,21.69,41
B2310-95,84.02,14.29,62.01,36
B2310-96,84.02,14.29,62.01,30
B2310-97,84.02,14.29,78.5,33
B246-36,0.98,30.67,41.85,19
B246-64,7.17,33.03,68.98,68
B246-98,84.02,18.07,62.28,31
B2472-231,19.96,39.57,62.13,217
B2472-245,19.96,57.87,37.48,184
B2472-36,1.3,30.67,41.85,19
B2472-54,4.17,26.26,65.08,54
B2472-56,4.17,26.26,81.57,66
B2472-57,3.94,65.24,66.69,74
B2472-58,3.94,65.24,83.19,92
B2472-92,16.06,27.13,26.1,59
B2472-96,82.44,18.07,62.28,32
B2472-97,82.44,18.07,78.78,34
B248-31,15.63,42.8,60.94,195
B248-36,1.61,36.61,39.13,28
B248-46,15.63,54.21,34.25,141
B248-64,3.54,20.75,63.62,48
B248-66,3.62,20.75,80.35,54
B248-67,3.07,53.82,63.78,60
B248-68,3.07,53.82,80.28,67
B248-84,3.62,20.63,56.85,39
B248-86,78.9,12.95,55.28,30
B248-87,3.07,53.7,56.77,52
B248-92,15.55,29.45,23.82,48
B248-98,84.02,12.95,62.28,31
B248-99,84.02,12.95,78.78,33
B249-31,15.63,42.8,60.94,195
B249-36,1.61,36.61,39.13,28
B249-46,15.63,54.21,33.86,141
B249-64,3.54,20.75,63.62,48
B249-66,3.62,20.75,80.35,54
B249-67,3.07,53.82,63.78,60
B249-68,3.07,53.82,80.28,67
B249-84,3.62,20.63,56.85,39
B249-86,78.9,12.95,55.28,30
B249-87,3.07,53.7,56.77,52
B249-92,15.55,29.45,23.82,54
B249-98,84.02,12.95,62.28,31
B249-99,84.02,12.95,78.78,33
B251-31,15.83,42.76,61.26,187
B251-36,2.48,32.87,39.8,28
B251-46,15.79,54.09,34.09,135
B251-54,2.68,19.29,63.39,35
B251-56,2.68,19.29,79.92,44
B251-57,2.2,54.29,63.39,62
B251-58,2.2,54.29,79.76,80
B251-64,8.19,33.9,70,62
B251-66,8.19,33.9,86.5,80
B251-67,3.46,67.99,70,80
B251-68,3.46,67.99,86.5,90
B251-92,15.79,29.21,24.06,50
B251-94,85.91,18.07,77.01,35
B251-98,81.89,14.29,62.28,31
B251-99,81.89,14.29,78.78,33
B2540-31,15.28,36.57,58.7,151
B2540-36,1.3,30.67,41.85,19
B2540-46,15.31,54.02,31.73,144
B2540-52,78.86,14.96,41.89,35
B2540-52S,15.24,16.14,41.38,30
B2540-53,4.33,58.19,40.98,42
B2540-83,76.93,7.17,40,29
B2540-84,78.86,14.96,56.89,42
B2540-84S,15.24,16.14,56.38,43
B2540-86,76.93,14.29,55,33
B2540-87,4.33,58.19,55.98,49
B2540-92,15.31,24.25,21.69,38
B2587-31,15.59,36.46,59.53,160
B2587-36,1.3,30.67,41.85,19
B2587-44,15.59,46.34,30.24,117
B2587-53,78.15,52.95,41.38,40
B2587-55,78.15,52.87,56.38,60
B2587-71,81.69,52.87,63.39,66
B2587-72,81.69,52.87,79.88,83
B2587-83,76.77,7.17,40,29
B2587-86,76.77,14.29,55,28
B2587-92,15.59,24.41,20.04,40
B2587-96,80.31,14.29,62.01,31
B2587-97,80.31,14.29,78.5,33
B2588-31,15.59,36.46,59.53,160
B2588-36,1.3,30.67,41.85,19
B2588-44,15.59,46.34,30.24,117
B2588-53,78.15,52.95,41.38,40
B2588-55,78.15,52.87,56.38,60
B2588-71,81.69,52.87,63.39,66
B2588-72,81.69,52.87,79.88,83
B2588-83,76.77,7.17,40,29
B2588-86,76.77,14.29,55,28
B2588-92,15.59,24.41,20.04,40
B2588-96,80.31,14.29,62.01,31
B2588-97,80.31,14.29,78.5,33
B2589-31,15.59,36.46,59.53,160
B2589-36,1.3,30.67,41.85,19
B2589-44,15.59,46.34,30.24,117
B2589-53,78.15,52.95,41.38,40
B2589-55,78.15,52.87,56.38,60
B2589-71,81.69,52.87,63.39,66
B2589-72,81.69,52.87,79.88,83
B2589-83,76.77,7.17,40,29
B2589-86,76.77,14.29,55,28
B2589-92,15.59,24.41,20.04,40
B2589-96,80.31,14.29,62.01,31
B2589-97,80.31,14.29,78.5,33
B2615-231,19.76,35,63.54,160
B2615-345,19.76,51.85,42.24,166
B2615-36,1.3,30.67,41.85,16
B2615-54,80.98,16.69,64.25,39
B2615-56,80.98,16.69,80.75,49
B2615-57,2.99,51.38,64.25,59.4
B2615-58,2.99,51.38,80.75,70.4
B2615-84,77.05,16.69,57.24,42
B2615-87,2.99,51.38,57.24,57.2
B2615-91,17.05,26.57,24.02,44
B2616-231,35,19.76,63.54,160
B2616-345,19.76,51.85,42.24,166
B2616-36,1.3,27.68,38.86,16
B2616-54,82.56,16.69,64.25,39
B2616-56,82.56,16.69,80.75,49
B2616-57,2.99,51.38,64.25,59.4
B2616-58,2.99,51.38,80.75,70.4
B2616-72,86,46,62.25,127.6
B2616-81,91.5,46,69,149.6
B2616-82,91.5,46,85,160.6
B2616-84,77.05,16.69,57.24,42
B2616-87,2.99,51.38,57.24,57.2
B2616-91,16.5,26.57,24.02,44
B2640-31,15.31,40,60.67,160
B2640-36,0.98,35.35,41.34,22
B2640-46,15.31,51.02,33.7,136
B2640-52,1.89,19.8,41.38,17
B2640-53,2.99,52.8,41.38,48
B2640-54,1.89,19.8,63.39,28
B2640-54S,15.63,17.13,63.39,51
B2640-56,1.89,19.84,79.88,35
B2640-56S,15.63,17.13,80.31,60
B2640-57,2.99,52.8,63.39,68
B2640-58,2.99,52.8,79.88,85
B2640-65,6.42,53.5,65.04,76
B2640-69,6.42,53.5,81.54,94
B2640-83,78.9,7.17,40.28,29
B2640-84,1.89,19.8,56.38,26
B2640-86,78.9,14.29,55.28,30
B2640-87,3.03,52.8,56.38,58
B2640-92,15.71,24.41,23.66,45
B2640-95,84.02,14.29,62.01,36
B2640-96,84.02,14.29,62.28,30
B2640-97,84.02,14.29,78.78,30
B267-31,15.55,40.63,60.87,178
B267-36,0.98,30.67,41.85,19
B267-46,15.55,52.72,33.86,141
B267-48,19.29,46.26,38.94,132
B267-50,55.51,18.19,76.77,98
B267-52,3.31,26.42,42.4,26
B267-53,3.23,53.66,42.4,37
B267-54,3.31,26.14,64.41,41
B267-56,3.31,26.14,80.91,50
B267-57,3.23,53.66,64.41,56
B267-58,3.23,53.66,80.91,72
B267-74,7.17,30.98,63.35,38
B267-76,7.17,30.98,79.17,46
B267-77,9.65,59.25,62.68,57
B267-78,9.65,59.25,79.17,66
B267-83,77.76,7.17,40,26
B267-84,3.31,26.42,57.4,36
B267-86,77.76,7.17,55,30
B267-87,3.23,53.66,57.4,45
B267-92,15.75,25.67,23.74,51
B267-94,87.99,14.29,76.93,35
B267-96,76.93,14.29,62.01,30
B267-97,76.93,14.29,78.5,31
B267-98,84.02,14.29,62.28,32
B267-99,84.02,14.29,78.78,34
B271-36,1.14,35.79,49.13,54
B271-64,6.06,32.64,64.61,63
B2710-231,19.96,41.1,62.13,217
B2710-245,19.96,57.87,37.48,184
B2710-36,1.3,30.67,41.85,19
B2710-54,3.27,26.02,65.08,44
B2710-54S,16.65,21.77,65.08,68
B2710-56,3.27,26.02,81.57,55
B2710-56S,16.65,21.77,81.57,96
B2710-57,3.94,65.24,66.69,74
B2710-58,3.94,65.24,83.19,92
B2710-91,16.06,26.77,26.1,59
B2710-96,82.44,18.07,62.28,32
B2710-97,82.44,18.07,78.78,34
B2711-36,1.3,30.67,41.85,19
B280-671,80.5,49.88,44,45
B280-672,79,50,58.5,53
B280-681,85.25,50,65.25,59
B304-36,0.98,35.35,41.34,22
B304-54S,15.24,16.77,62.52,53
B304-56,84.37,15.35,79.13,52
B304-56S,15.24,16.77,79.02,61
B304-58,2.01,52.87,79.88,63
B304-66,6.06,32.13,81.1,53
B304-98,84.02,18.07,62.28,33
B314-31,15.63,42.8,60.94,170
B314-61,6.06,61.65,7.17,43
B314-64,6.06,32.64,64.61,63
B314-67,1.89,34.65,53.31,47
B314-92,15.55,29.45,23.82,54
B314-98,84.02,18.07,62.28,32
B322-36,1.26,36.02,43.74,35
B325-36,0.98,35.35,41.34,33
B328-50,16.5,12,75,25
B328-58P,1.75,32.5,56.25,58
B328-58R,78.63,65,56.25,93
B328-59,80.25,61.5,42.5,128
B3290-231,19.96,39.57,62.13,217
B3290-245,19.96,57.87,37.48,184
B3290-36,1.3,30.67,41.85,19
B3290-54,3.19,26.26,65.08,61
B3290-56,3.19,26.26,81.57,75
B3290-57,3.94,41.46,66.69,74
B3290-58,3.94,41.46,83.19,98
B3290-61,2.36,63.39,8.03,19
B3290-92,16.06,27.13,26.1,59
B3290-96,82.44,18.07,62.28,32
B3290-97,82.44,18.07,78.78,34
B331-154,2.99,26.02,64.33,46
B331-156,2.99,26.02,80.83,55
B331-157,2.99,64.25,64.33,75
B331-158,2.99,64.25,80.83,90
B331-196,62.28,18.07,82.44,32
B331-197,78.78,18.07,82.44,34
B331-31,15.91,42.8,61.26,181
B331-36,1.57,35.12,38.39,28
B331-46,15.91,54.21,34.25,137
B331-54,1.26,19.84,63.39,25
B331-54S,17.05,19.84,63.39,56
B331-56,1.26,19.84,79.88,31
B331-56S,17.05,19.84,79.88,67
B331-57,3.58,55.12,64.57,62
B331-58,3.58,55.12,81.06,74
B331-91,15.91,24.61,23.78,44
B331-95,62.01,14.29,81.89,36
B331-96,62.01,14.29,81.89,31
B331-97,78.5,14.29,81.89,33
B3340-31,15.51,36.77,58.98,165
B3340-36,1.3,30.67,41.85,19
B3340-44,15.59,46.81,31.81,124
B3340-52,78.15,15.31,40.63,34
B3340-53,2.28,53.66,42.01,37
B3340-54,84.33,15.31,62.64,47
B3340-56,84.33,15.31,79.13,47
B3340-57,2.28,53.66,64.02,55
B3340-58,2.32,53.66,80.51,70
B3340-84,78.15,15.31,55.63,34
B3340-87,2.28,53.66,57.01,49
B3340-92,15.59,24.72,21.69,43
B337-36,0.98,30.67,41.85,29
B337-65,6.97,52.8,66.38,66
B342-36,1.97,38.15,41.26,55
B3487-72,83.9,52.87,79.88,97
B3487-96,81.89,14.29,62.01,33
B3487-97,81.89,14.29,78.5,35
B3670-31,15.55,40.63,60.87,178
B3670-36,0.98,30.67,41.85,19
B3670-46,15.55,52.72,33.86,141
B3670-54,3.31,26.14,64.41,41
B3670-56,3.31,26.14,80.91,50
B3670-57,3.23,53.66,64.41,56
B3670-58,3.23,53.66,80.91,72
B3670-92,15.75,25.67,23.74,51
B3670-98,84.02,14.29,62.28,32
B3670-99,84.02,14.29,78.78,34
B374-31,18,35.38,60,130
B374-36,1,36.5,38,29
B374-46,18.75,57.25,39.63,137
B374-54,79.25,9,63.88,43
B374-56,79.25,9,80.5,47
B374-57,5.25,52.5,65.25,45
B374-58,5.25,52.5,81.5,57
B374-81,4.25,54.38,63.88,72
B374-82,3.88,54.13,79.75,86
B374-92,18,26,24.38,47
B374-94,85,13.75,78.5,31.2
B374-95,83.25,9,80.5,58.3
B374-96,81,7.75,0.75,25
B376-31,15.75,33.12,58.38,114
B376-36,1,38.38,38.25,23
B376-46,15.75,48.38,31.5,106
B376-53,6.5,47.5,41.25,41
B376-55,6.5,47.25,56.25,52
B376-81,6.5,47.25,62.5,52
B376-82,6.5,47.25,78,63
B376-83,72.5,13,41,18
B376-86,72.5,13,56.13,20
B376-92,15.75,23.75,21.63,26
B376-94,81.5,13,73.63,32
B376-96,77.63,13,62.25,21
B376-97,77.5,13,77.63,25
B378-36,1,38.13,38.38,23
B378-94,81.63,13.13,73.75,34.65
B3788-31,15.28,36.42,58.7,151
B3788-36,1.3,30.67,41.85,19
B3788-46,15.31,53.94,31.73,144
B3788-53,41.38,52.87,78.78,60
B3788-55,78.78,52.87,56.38,72
B3788-71,83.9,52.87,63.39,89
B3788-72,63.39,52.87,83.9,108
B3788-83,76.77,7.17,40,29
B3788-86,76.77,14.29,55,33
B3788-92,15.31,24.37,21.69,41
B3788-96,81.89,14.29,62.01,33
B3788-97,80.31,14.29,78.5,34
B381-36,1.3,30.67,41.85,19
B381-53,2,49,41,37.4
B381-87,2,54,56,52.8
B385-36,0.98,35.35,41.34,33
B388-62B,10,26.63,38.88,159
B394-31,15.63,33.25,58.13,113
B394-36,0.88,38,38.13,21
B394-46,15.63,48.25,31.13,104
B394-53,5.5,47.38,41,36
B394-55,5.5,47.25,56.13,46
B394-81,5.75,47.5,62.5,49
B394-82,5.5,47.25,77.5,58
B394-83,72.5,13.13,41.38,22
B394-86,72.5,13.13,56.13,23
B394-92,15.75,23.75,21.25,26
B394-94,81.5,13,77.63,33.8
B394-96,77.5,13.25,62.25,26
B394-97,77.5,13.13,77.75,27
B396-158PL,1.75,38.25,59,70.4
B396-158PU,1.75,28.5,42.75,52.8
B396-158R,76,5.5,56.5,59.4
B396-159D,21.5,66,40.5,22
B396-159P,42.75,66.75,42.75,72.6
B396-159R,76,3.5,40.5,55
B396-159S,46,0.75,40.5,26.4
B396-258PL,1.75,38.25,59,70.4
B396-258PU,1.75,28.5,42.75,52.8
B396-258R,76,5.5,56.5,59.4
B396-259D,21.5,66,40.5,22
B396-259P,42.75,66.75,42.75,72.6
B396-259R,76,3.5,40.5,55
B396-259S,46,0.75,40.5,26.4
B396-358PL,1.75,38.25,59,70.4
B396-358PU,1.75,28.5,42.75,52.8
B396-358R,76,5.5,56.5,59.4
B396-359D,21.5,66,40.5,22
B396-359P,42.75,66.75,42.75,72.6
B396-359R,76,3.5,40.5,55
B396-359S,46,0.75,40.5,26.4
B398-36,0.63,38.25,38.25,21
B398-55,5.75,47.25,56.13,50
B398-81,5.75,47.38,62.25,54
B398-83,72.63,13.13,41.25,24
B398-86,72.63,13.13,56,23
B398-94,81.63,13.38,77.75,37.6
B398-96,77.63,13.38,62.5,26
B398-97,77.63,13.38,77.75,28
B410-26,1.25,36,38,35.274
B410-54,1.38,20,63.75,16
B410-84,1.38,20,56.88,15.432
B414-21,17,36,54,198.36
B414-26,1.75,36,36,37.46
B414-45,17,48,34,182.93
B414-52,2.75,20,43.5,114.6
B414-53,2.75,52,43.5,55.1
B414-54,2.75,20,65.5,52.9
B414-57,2.75,52,65.5,67.71
B414-84,2.75,20,58.5,127.83
B414-86,78,12.25,58.5,59.5
B414-87,2.75,52,58.5,59.5
B414-92,17,26.75,25,70.53
B414-96,80.5,12.25,62.5,31.96
B427-31,16.38,35.5,57.13,137
B427-36,0.75,38.13,39.75,24
B427-46,16.38,47.75,30.63,126
B427-53,1.5,52,42,33
B427-81,1.5,52,63,46
B427-82,1.5,52,79,57
B427-83,76,13.75,56.25,29
B427-87,1.5,52,57,43
B427-92,16.38,23.63,22.88,35
B427-94,85.13,13.5,78.25,35
B427-97,81.13,13.5,78.25,29
B434-31,17,36.13,54.13,118
B434-36,1,34.5,36.13,19
B434-71,81.63,44.5,44.63,76
B434-72,79.63,44.5,59.63,89
B436-31,17,36.13,54,121
B436-36,0.88,34.5,36,18
B436-46,17,48.25,31.63,98
B440-31,15.31,40,60.67,168
B440-36,0.75,30.04,37.28,19
B440-46,15.31,51.06,33.7,138
B440-53,78.78,52.87,41.38,55
B440-54,2.99,26.02,64.33,46
B440-55,78.78,52.87,56.38,68
B440-56,2.99,26.02,80.83,55
B440-57,2.99,64.25,64.33,75
B440-58,2.99,64.25,80.83,90
B440-62,6.06,61.26,6.06,37
B440-64,6.06,32.13,64.61,47
B440-66,6.06,32.24,81.1,53
B440-67N,1.77,30.47,58.5,38
B440-68,1.77,30.55,76.77,50
B440-71,83.9,52.87,63.39,76
B440-72,83.9,52.87,79.88,93
B440-83,76.77,14.29,40,29
B440-86,76.77,14.29,55,33
B440-92,15.31,24.41,23.66,45
B440-95,62.01,14.29,81.89,36
B440-96,81.89,14.29,62.01,33
B440-97,81.89,14.29,78.5,35
B440-98,82.44,18.07,62.28,32
B440-99,82.44,18.07,78.78,34
B441-31,16,36.25,62,152
B441-36,1.13,38.13,38,30
B441-46,15.75,47.5,30.75,133
B441-53,2.25,56,41.25,51
B441-81,2.25,56,63.38,78
B441-82,2.25,56,79.38,92
B441-83,76.38,14,55.38,25
B441-87,2.25,56,56.25,69
B441-92,15.88,24.13,23.88,38
B441-94,85.38,13.88,78.5,36
B441-97,81.38,13.88,78.5,28
B446-26,2.64,37.36,40.08,28
B446-31,15.98,42.99,61.34,181
B446-46,16.18,54.41,34.25,142
B446-50,76.77,18.19,17.24,98
B446-52,3.46,26.5,42.4,26
B446-53,3.46,53.74,42.4,37
B446-54,3.46,26.22,64.53,45
B446-56,3.46,26.22,81.02,52
B446-57,3.46,53.74,64.53,56
B446-58,3.46,53.74,81.02,70
B446-60,76.38,9.98,40,100
B446-61,8.03,64.57,8.03,55
B446-63,9.88,49.02,45.16,60
B446-64,8.03,34.45,69.84,68
B446-65,9.88,49.02,60.16,70
B446-66,8.03,34.45,86.34,73
B446-67,1.57,30.59,63.39,40
B446-68,1.57,30.59,79.88,50
B446-83,77.76,7.17,40,26
B446-84,3.46,26.5,57.6,32
B446-86,77.76,7.17,55,30
B446-87,3.46,53.74,57.6,45
B446-91,16.18,26.22,24.72,48
B446-92,16.18,29.65,24.72,53
B446-96,84.02,14.29,62.28,31
B446-97,84.02,14.29,78.78,33
B446-98,84.02,18.07,62.28,31
B446-99,84.02,18.07,78.78,33
B467-36,1.5,36,44.13,26
B476-31,16.5,38.13,64,168
B476-36,1.13,37.25,40.13,35
B476-46,17,52,36.13,162
B476-64,17,13.25,39,57
B476-65,10.75,57.25,65.13,79
B476-66,17,13.25,39,63
B476-69,10.38,57.88,81.13,91
B476-74,17,13.25,34,39
B476-77,9.75,55.13,58.13,71
B476-88,77.88,21.13,58.13,123
B476-92,15.13,26,26,38
B476-95,87.38,21.13,82.25,139
B476-98,82.75,21.25,65.5,117
B476-99,83.13,21.13,82,128
B483-36,1.5,37.88,39.13,18
B485-83,76.13,11.38,70.88,22
B488-36,1,36.88,41,27
B488-84S,17.75,19.13,56.25,37
B496-194,85.75,19.5,78.5,69.3
B496-197,81.75,19.5,78.5,67.32
B496-31,18,35.5,62,183.7
B496-36,38,1.25,38,35.2
B496-46,18,53.5,38,173.8
B496-54S,84,19.5,63,85.14
B496-56S,84,19.5,79,94.6
B496-57,2,63.5,63,70.4
B496-58,2,63.5,79,79.2
B496-92,18,26.5,24,55
B497-31,16.88,38.13,59,126
B497-36,1,35.5,40,37
